sample_id,color_exists,gray_exists,id_exists,color_shape,color_unique_quantized,color_components,color_small_components,color_holes,gray_shape,gray_unique,gray_components,gray_small_components,gray_holes,id_shape,id_num_classes,id_classes_preview,id_components_global,id_small_components_global,id_holes_global,color_id_presence_mismatch_ratio,status,reasons
LabelMulti_S_145,True,True,True,"(1020, 479)",105,10,0,3,"(1020, 479)",142,238,234,60,"(1020, 479)",0,[],0,0,0,0.07225633468418682,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_146,True,True,True,"(3962, 1855)",115,18,0,0,"(3962, 1855)",145,1086,1071,90,"(3962, 1855)",0,[],0,0,0,0.05301795629912742,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_147,True,True,True,"(3705, 1565)",117,18,0,0,"(3705, 1565)",147,977,963,65,"(3705, 1565)",0,[],0,0,0,0.05668550831490129,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_148,True,True,True,"(4773, 1256)",122,18,0,0,"(4773, 1256)",144,1338,1323,112,"(4773, 1256)",0,[],0,0,0,0.12122912054403685,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_149,True,True,True,"(4999, 2972)",97,16,0,0,"(4999, 2972)",133,1198,1177,79,"(4999, 2972)",0,[],0,0,0,0.060945567309962666,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_150,True,True,True,"(4156, 2547)",107,16,0,0,"(4156, 2547)",141,1500,1476,90,"(4156, 2547)",0,[],0,0,0,0.121718430749267,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_151,True,True,True,"(837, 384)",73,10,0,1,"(837, 384)",99,181,180,52,"(837, 384)",0,[],0,0,0,0.09771692054958184,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_152,True,True,True,"(989, 368)",84,8,0,3,"(989, 368)",110,141,140,52,"(989, 368)",0,[],0,0,0,0.06240108585747571,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_153,True,True,True,"(1020, 395)",80,6,0,4,"(1020, 395)",109,202,201,49,"(1020, 395)",0,[],0,0,0,0.06117150657731447,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_154,True,True,True,"(815, 377)",75,7,0,1,"(815, 377)",106,110,109,33,"(815, 377)",0,[],0,0,0,0.051061821613968855,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_155,True,True,True,"(1021, 409)",71,7,0,2,"(1021, 409)",101,174,173,43,"(1021, 409)",0,[],0,0,0,0.05208470529635598,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_156,True,True,True,"(713, 302)",58,4,0,3,"(713, 302)",68,107,106,26,"(713, 302)",0,[],0,0,0,0.07807231825232439,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_157,True,True,True,"(3392, 1803)",133,20,0,0,"(3392, 1803)",160,1145,1128,84,"(3392, 1803)",0,[],0,0,0,0.06096642519281282,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_158,True,True,True,"(1019, 408)",78,7,0,3,"(1019, 408)",100,177,174,57,"(1019, 408)",0,[],0,0,0,0.07873203255787103,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_160,True,True,True,"(758, 266)",96,11,0,1,"(758, 266)",125,162,160,65,"(758, 266)",0,[],0,0,0,0.1394548376217589,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_161,True,True,True,"(787, 228)",65,6,0,2,"(787, 228)",90,149,148,52,"(787, 228)",0,[],0,0,0,0.14751220490871397,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_162,True,True,True,"(814, 241)",83,8,0,2,"(814, 241)",106,189,187,49,"(814, 241)",0,[],0,0,0,0.16120382925362178,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_163,True,True,True,"(661, 265)",78,9,0,4,"(661, 265)",98,147,145,35,"(661, 265)",0,[],0,0,0,0.11041018468301315,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_164,True,True,True,"(804, 249)",96,11,0,2,"(804, 249)",129,216,214,63,"(804, 249)",0,[],0,0,0,0.17603748326639893,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_165,True,True,True,"(1010, 551)",101,9,0,1,"(1010, 551)",138,186,185,48,"(1010, 551)",0,[],0,0,0,0.05986055955867819,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_166,True,True,True,"(701, 308)",71,9,0,1,"(701, 308)",96,187,185,54,"(701, 308)",0,[],0,0,0,0.14611779091094354,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_167,True,True,True,"(1011, 381)",83,9,0,1,"(1011, 381)",115,158,156,66,"(1011, 381)",0,[],0,0,0,0.06297654929632313,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_168,True,True,True,"(1017, 343)",74,7,0,5,"(1017, 343)",100,140,139,36,"(1017, 343)",0,[],0,0,0,0.06813327943904068,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_169,True,True,True,"(985, 239)",98,14,0,3,"(985, 239)",136,258,255,72,"(985, 239)",0,[],0,0,0,0.1878215067009324,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_170,True,True,True,"(749, 289)",88,9,0,2,"(749, 289)",122,168,167,42,"(749, 289)",0,[],0,0,0,0.10252193235732995,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_171,True,True,True,"(787, 227)",115,18,0,0,"(787, 227)",152,239,236,67,"(787, 227)",0,[],0,0,0,0.21305464906044813,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_172,True,True,True,"(827, 327)",74,7,0,2,"(827, 327)",89,149,148,60,"(827, 327)",0,[],0,0,0,0.10884187716554068,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_173,True,True,True,"(866, 214)",56,8,0,3,"(866, 214)",95,164,163,59,"(866, 214)",0,[],0,0,0,0.15232781506982365,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_174,True,True,True,"(891, 403)",82,13,0,0,"(891, 403)",117,255,253,79,"(891, 403)",0,[],0,0,0,0.1450930590715537,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_175,True,True,True,"(940, 475)",80,12,0,2,"(940, 475)",112,165,164,64,"(940, 475)",0,[],0,0,0,0.06711758118701008,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_176,True,True,True,"(754, 303)",95,11,0,3,"(754, 303)",127,194,192,55,"(754, 303)",0,[],0,0,0,0.14931148287242518,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_178,True,True,True,"(1458, 625)",56,9,0,1,"(1458, 625)",95,248,247,71,"(1458, 625)",0,[],0,0,0,0.061855692729766806,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_179,True,True,True,"(1005, 376)",86,10,0,1,"(1005, 376)",120,192,191,54,"(1005, 376)",0,[],0,0,0,0.07392029215624007,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_180,True,True,True,"(793, 271)",77,8,0,5,"(793, 271)",100,210,208,58,"(793, 271)",0,[],0,0,0,0.15946729454684205,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_181,True,True,True,"(1007, 398)",93,9,0,2,"(1007, 398)",128,178,177,80,"(1007, 398)",0,[],0,0,0,0.06230257543926185,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_182,True,True,True,"(889, 256)",100,13,0,1,"(889, 256)",138,235,232,46,"(889, 256)",0,[],0,0,0,0.1305144474128234,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_183,True,True,True,"(1019, 496)",55,8,0,0,"(1019, 496)",88,150,149,64,"(1019, 496)",0,[],0,0,0,0.06467639051568584,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_184,True,True,True,"(780, 403)",83,9,0,2,"(780, 403)",114,123,121,44,"(780, 403)",0,[],0,0,0,0.05220143793344786,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_185,True,True,True,"(984, 466)",104,11,0,2,"(984, 466)",132,167,164,46,"(984, 466)",0,[],0,0,0,0.04751779545692453,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_186,True,True,True,"(983, 461)",119,9,0,4,"(983, 461)",149,167,162,42,"(983, 461)",0,[],0,0,0,0.05385700068187385,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_187,True,True,True,"(776, 356)",93,9,0,0,"(776, 356)",137,115,114,46,"(776, 356)",0,[],0,0,0,0.07730148847445847,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_188,True,True,True,"(1018, 437)",83,7,0,1,"(1018, 437)",116,162,160,46,"(1018, 437)",0,[],0,0,0,0.05581231202204709,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_189,True,True,True,"(995, 303)",107,16,0,0,"(995, 303)",136,191,190,55,"(995, 303)",0,[],0,0,0,0.0798115992503773,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_190,True,True,True,"(1018, 508)",106,12,0,1,"(1018, 508)",134,237,234,58,"(1018, 508)",0,[],0,0,0,0.05769572884921801,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_191,True,True,True,"(1004, 487)",123,17,0,0,"(1004, 487)",158,277,273,82,"(1004, 487)",0,[],0,0,0,0.0869376702635045,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_192,True,True,True,"(916, 212)",107,12,0,2,"(916, 212)",136,156,153,52,"(916, 212)",0,[],0,0,0,0.16636112713191067,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_193,True,True,True,"(819, 296)",102,13,0,3,"(819, 296)",145,162,161,42,"(819, 296)",0,[],0,0,0,0.08875771375771375,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_194,True,True,True,"(915, 213)",91,8,0,2,"(915, 213)",119,154,152,41,"(915, 213)",0,[],0,0,0,0.1259652633469304,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_195,True,True,True,"(1002, 487)",96,8,0,6,"(1002, 487)",130,200,198,51,"(1002, 487)",0,[],0,0,0,0.0688540782910565,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_196,True,True,True,"(730, 194)",94,9,0,3,"(730, 194)",129,160,159,54,"(730, 194)",0,[],0,0,0,0.17602739726027397,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_197,True,True,True,"(894, 444)",74,8,0,2,"(894, 444)",112,103,102,44,"(894, 444)",0,[],0,0,0,0.044725094221738516,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_198,True,True,True,"(842, 420)",84,10,0,0,"(842, 420)",111,175,173,49,"(842, 420)",0,[],0,0,0,0.061568261508879084,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_199,True,True,True,"(1024, 402)",88,15,0,2,"(1024, 402)",132,263,260,86,"(1024, 402)",0,[],0,0,0,0.17192358519900497,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_200,True,True,True,"(995, 458)",124,15,0,1,"(995, 458)",158,201,198,65,"(995, 458)",0,[],0,0,0,0.05910557152575103,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_201,True,True,True,"(1020, 447)",96,13,0,2,"(1020, 447)",129,203,201,73,"(1020, 447)",0,[],0,0,0,0.07600561477387376,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_202,True,True,True,"(785, 217)",108,16,0,0,"(785, 217)",142,177,174,60,"(785, 217)",0,[],0,0,0,0.14865713698670346,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_203,True,True,True,"(1017, 348)",76,9,0,4,"(1017, 348)",105,145,144,32,"(1017, 348)",0,[],0,0,0,0.053461838402332755,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_204,True,True,True,"(885, 213)",96,14,0,1,"(885, 213)",129,168,166,62,"(885, 213)",0,[],0,0,0,0.15988435320018038,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_205,True,True,True,"(1007, 384)",109,8,0,2,"(1007, 384)",143,191,190,46,"(1007, 384)",0,[],0,0,0,0.06984183631247931,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_206,True,True,True,"(745, 239)",111,15,0,0,"(745, 239)",142,197,195,70,"(745, 239)",0,[],0,0,0,0.14155176771222375,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_21,True,True,True,"(1074, 381)",108,11,0,0,"(1074, 381)",141,169,168,59,"(1074, 381)",0,[],0,0,0,0.08515765138296261,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_22,True,True,True,"(915, 244)",70,6,0,7,"(915, 244)",100,176,175,49,"(915, 244)",0,[],0,0,0,0.19705276359401594,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_23,True,True,True,"(907, 521)",47,3,0,1,"(907, 521)",54,182,181,42,"(907, 521)",0,[],0,0,0,0.08600625969480284,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_24,True,True,True,"(1019, 376)",56,7,0,0,"(1019, 376)",89,184,183,62,"(1019, 376)",0,[],0,0,0,0.12387770655419372,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_25,True,True,True,"(939, 374)",80,7,0,2,"(939, 374)",115,145,143,30,"(939, 374)",0,[],0,0,0,0.06914569487394144,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_26,True,True,True,"(816, 209)",37,5,0,7,"(816, 209)",54,140,139,21,"(816, 209)",0,[],0,0,0,0.15859836757669574,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_27,True,True,True,"(960, 530)",61,6,0,1,"(960, 530)",77,142,141,42,"(960, 530)",0,[],0,0,0,0.05510809748427673,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_28,True,True,True,"(719, 216)",61,7,0,4,"(719, 216)",76,153,152,45,"(719, 216)",0,[],0,0,0,0.16062046051614898,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_29,True,True,True,"(981, 469)",30,3,0,5,"(981, 469)",37,136,135,15,"(981, 469)",0,[],0,0,0,0.06788686536735283,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_30,True,True,True,"(697, 282)",77,8,0,2,"(697, 282)",105,157,156,41,"(697, 282)",0,[],0,0,0,0.14393500005087662,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_31,True,True,True,"(908, 436)",58,6,0,1,"(908, 436)",68,165,163,41,"(908, 436)",0,[],0,0,0,0.0690801438790769,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_32,True,True,True,"(954, 559)",74,11,0,1,"(954, 559)",106,193,191,68,"(954, 559)",0,[],0,0,0,0.0931563926298459,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_33,True,True,True,"(725, 239)",79,7,0,5,"(725, 239)",113,121,119,25,"(725, 239)",0,[],0,0,0,0.11858029144423604,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_34,True,True,True,"(1558, 523)",64,7,0,4,"(1558, 523)",91,205,203,68,"(1558, 523)",0,[],0,0,0,0.05999749642258423,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_35,True,True,True,"(811, 312)",89,13,0,1,"(811, 312)",129,230,227,51,"(811, 312)",0,[],0,0,0,0.14398574093395303,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_36,True,True,True,"(942, 545)",76,7,0,4,"(942, 545)",112,149,147,41,"(942, 545)",0,[],0,0,0,0.054601764740255944,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_37,True,True,True,"(754, 298)",82,14,0,3,"(754, 298)",120,195,194,53,"(754, 298)",0,[],0,0,0,0.14120662951952007,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_38,True,True,True,"(1470, 796)",85,10,0,1,"(1470, 796)",119,392,389,94,"(1470, 796)",0,[],0,0,0,0.16002974053943186,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_39,True,True,True,"(814, 236)",39,5,0,3,"(814, 236)",50,182,180,25,"(814, 236)",0,[],0,0,0,0.18598779827593387,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_40,True,True,True,"(997, 552)",71,8,0,3,"(997, 552)",106,179,178,44,"(997, 552)",0,[],0,0,0,0.0688841887982789,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_41,True,True,True,"(787, 270)",60,7,0,1,"(787, 270)",77,118,116,40,"(787, 270)",0,[],0,0,0,0.12113981834439268,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_42,True,True,True,"(1018, 419)",37,3,0,3,"(1018, 419)",47,140,138,17,"(1018, 419)",0,[],0,0,0,0.04992005476600194,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_43,True,True,True,"(691, 227)",81,7,0,5,"(691, 227)",120,126,122,35,"(691, 227)",0,[],0,0,0,0.13018226792556278,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_44,True,True,True,"(2496, 932)",92,13,0,1,"(2496, 932)",135,470,467,165,"(2496, 932)",0,[],0,0,0,0.11458247358864311,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_45,True,True,True,"(3733, 1710)",104,17,0,0,"(3733, 1710)",138,825,814,132,"(3733, 1710)",0,[],0,0,0,0.058716552073101766,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_46,True,True,True,"(902, 240)",81,10,0,3,"(902, 240)",114,174,173,46,"(902, 240)",0,[],0,0,0,0.15218957871396896,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_47,True,True,True,"(1008, 432)",62,7,0,3,"(1008, 432)",76,198,194,30,"(1008, 432)",0,[],0,0,0,0.07497198339212229,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_48,True,True,True,"(875, 217)",73,8,0,3,"(875, 217)",98,167,165,40,"(875, 217)",0,[],0,0,0,0.2301356155365372,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_49,True,True,True,"(1018, 366)",46,3,0,1,"(1018, 366)",57,136,135,17,"(1018, 366)",0,[],0,0,0,0.0620282993547833,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_50,True,True,True,"(736, 248)",44,5,0,1,"(736, 248)",55,133,131,24,"(736, 248)",0,[],0,0,0,0.11929676542776999,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_51,True,True,True,"(918, 230)",53,8,0,1,"(918, 230)",72,134,131,25,"(918, 230)",0,[],0,0,0,0.10226390072937387,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_52,True,True,True,"(840, 239)",87,14,0,2,"(840, 239)",120,217,213,47,"(840, 239)",0,[],0,0,0,0.1475542936840008,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_53,True,True,True,"(1014, 730)",67,10,0,6,"(1014, 730)",111,244,243,93,"(1014, 730)",0,[],0,0,0,0.10752749182675421,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_54,True,True,True,"(818, 413)",60,5,0,1,"(818, 413)",77,121,120,27,"(818, 413)",0,[],0,0,0,0.06237974863394448,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_55,True,True,True,"(736, 218)",62,5,0,3,"(736, 218)",88,152,151,34,"(736, 218)",0,[],0,0,0,0.16476989429597128,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_56,True,True,True,"(715, 344)",46,5,0,3,"(715, 344)",62,128,126,24,"(715, 344)",0,[],0,0,0,0.08668076109936575,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_57,True,True,True,"(921, 200)",75,10,0,1,"(921, 200)",99,168,166,52,"(921, 200)",0,[],0,0,0,0.23901194353963084,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_58,True,True,True,"(952, 340)",52,5,0,1,"(952, 340)",62,124,123,32,"(952, 340)",0,[],0,0,0,0.06688704893722194,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_59,True,True,True,"(1018, 522)",85,13,0,4,"(1018, 522)",117,294,293,72,"(1018, 522)",0,[],0,0,0,0.1459815279000971,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_60,True,True,True,"(997, 451)",79,8,0,2,"(997, 451)",105,178,177,43,"(997, 451)",0,[],0,0,0,0.05572371215642493,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_61,True,True,True,"(805, 152)",77,7,0,1,"(805, 152)",114,152,150,30,"(805, 152)",0,[],0,0,0,0.1966655769859431,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_62,True,True,True,"(1005, 441)",92,10,0,4,"(1005, 441)",128,171,167,54,"(1005, 441)",0,[],0,0,0,0.07702304802518022,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_63,True,True,True,"(675, 164)",48,4,0,0,"(675, 164)",63,132,131,24,"(675, 164)",0,[],0,0,0,0.16396567299006323,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_64,True,True,True,"(1003, 475)",77,6,0,2,"(1003, 475)",108,165,164,34,"(1003, 475)",0,[],0,0,0,0.050855853492155115,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_65,True,True,True,"(791, 278)",68,8,0,1,"(791, 278)",94,181,180,47,"(791, 278)",0,[],0,0,0,0.13998763062874606,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_66,True,True,True,"(797, 361)",64,8,0,2,"(797, 361)",93,150,148,37,"(797, 361)",0,[],0,0,0,0.10303874988269723,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_67,True,True,True,"(850, 205)",76,13,0,2,"(850, 205)",113,161,159,53,"(850, 205)",0,[],0,0,0,0.1582725968436155,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_68,True,True,True,"(1009, 464)",73,10,0,0,"(1009, 464)",104,123,120,54,"(1009, 464)",0,[],0,0,0,0.06295922900789447,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_69,True,True,True,"(837, 204)",77,13,0,3,"(837, 204)",113,165,164,56,"(837, 204)",0,[],0,0,0,0.15990816876332373,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_70,True,True,True,"(1009, 565)",55,7,0,3,"(1009, 565)",69,197,195,24,"(1009, 565)",0,[],0,0,0,0.060438355683801535,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_71,True,True,True,"(769, 189)",70,8,0,0,"(769, 189)",93,165,164,47,"(769, 189)",0,[],0,0,0,0.18199269304600904,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_72,True,True,True,"(940, 441)",58,9,0,0,"(940, 441)",77,122,120,31,"(940, 441)",0,[],0,0,0,0.05598012254547209,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_73,True,True,True,"(870, 205)",74,11,0,3,"(870, 205)",105,171,166,41,"(870, 205)",0,[],0,0,0,0.21522848331931596,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_74,True,True,True,"(1012, 322)",73,9,0,2,"(1012, 322)",99,163,162,42,"(1012, 322)",0,[],0,0,0,0.08968465372057055,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_75,True,True,True,"(700, 149)",69,6,0,5,"(700, 149)",99,115,114,45,"(700, 149)",0,[],0,0,0,0.1986960690316395,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_76,True,True,True,"(1018, 496)",77,13,0,2,"(1018, 496)",112,208,204,44,"(1018, 496)",0,[],0,0,0,0.06306047594904621,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_77,True,True,True,"(727, 232)",73,11,0,2,"(727, 232)",102,138,134,34,"(727, 232)",0,[],0,0,0,0.1382749134373666,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_78,True,True,True,"(1018, 432)",73,9,0,2,"(1018, 432)",98,119,117,20,"(1018, 432)",0,[],0,0,0,0.05038019355308157,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_79,True,True,True,"(993, 314)",81,12,0,1,"(993, 314)",112,208,204,77,"(993, 314)",0,[],0,0,0,0.15731778500458624,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_80,True,True,True,"(1004, 421)",56,8,0,3,"(1004, 421)",77,134,132,32,"(1004, 421)",0,[],0,0,0,0.06204398557787851,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_81,True,True,True,"(646, 171)",46,3,0,1,"(646, 171)",54,134,133,29,"(646, 171)",0,[],0,0,0,0.171446417902341,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
